#,Title,JPja,USen
1,After00,"私たちは マックストリュフを探すために
世界各地を旅してるのよ
もちろん女 2人で無謀だってことは
十分わかってるわ！
だけど あの魅力的なキノコの前では
誰だって無謀なんて言葉 かき消えちゃうの","We're traveling all over to find
hearty truffles.I know, I know—it's dangerous for two
folks to travel on their own these days.
You don't have to tell me twice!
But when I think about how wonderful
those truffles taste, all the worries and
warnings melt away."
2,Atacked00,あぁ あんなところに魔物が…,"Why are there monsters here?! This isn't
fair at all!"
3,Atacked01,どうしよう どうしよう…,What do I do... What do I do?!
4,Failed00,"アイタタタ… もう メグったら
ちゃんと周りを警戒しといて って言ってたのに
でも マックストリュフのためには
こんな事では へこたれないんだから！","Ow ow ow... And here I was just telling
Meghyn to be more careful of her
surroundings.
Still, for hearty truffles, I'd put up
with worse!"
5,Failed01,"アイタァ… もう アイツら
突然襲ってくるんだから あんなの反則よ
さすがに マックストリュフを探すとなると
いつも命がけよね…","Eesh... They never fight fair! They always
lurk in wait to ambush us. What a bunch
of cowards!
Seems like every time I go out hunting
for hearty truffles, I'm taking my life in
my hands."
6,GoodBye00,"さあ うかうかしてられないわ！
早く マックストリュフを探さないと！","Time to stop floofing around here.
Let's get back to the hunt for
hearty truffles!"
7,Guardian00,ガーディアンが来るわよ！,A Guardian! Run!
8,Meeting00,"マックストリュフっていうのはね
そんじょそこらに生えてるキノコとは違うの
あれは料理に使ったら疲れなんか吹き飛んで
体力全快になる高級食材よ！
私たち姉妹が こんなところにいるのは
危ないと思うでしょうけど…
今の時代 こうやって危険を冒さないと
とても大金なんて稼げやしないのよ","Hearty truffles aren't your run-of-the-mill
mushrooms you find growing on half the
trees in the forest.
They're a gourmet treat that soothes
your fatigue and brings you back up to
tip-top shape!
I know that it's dangerous for the two of
us to be out here without protection.
We've been in our share of scrapes.
But there's no reward without risk, right?"
9,Meeting01,"ちょっと お姉ちゃん！私まで お金に
目がくらんでるように言わないでくれる
ほんとは私 お家に帰りたいんだから！","Nat! Try not to make it sound so much
like we only care about the money!It's not worth anything if we don't make
it back home to spend it, you know?"
10,Meeting02,"いいから！

アイツらが また現れるか 
マックストリュフが先に見つかるか勝負よ","It'll be fine! Either we get a little practice
fighting, or we find more hearty truffles.
Win-win, right?"
11,Meeting03,ひえぇぇ…,You are going to be the death of me.
12,Near00,助かった…,Breathe in... Breathe out...
13,Near01,マックストリュフ～,Hearty truffles...
14,PairAtacked00,妹がまだ…魔物に…,"There's still some monsters left. Is my
sister gonna be OK?"
15,PairAtacked01,お願い…妹を助けて！,Don't talk to me! Go help my sister!
16,PairFailed00,あぁ妹が… なんてこと…,"Meghyn, wake up... Come on! Meghyn!"
17,PairFailed01,いやーっ！ メグーっ！,Nooo! Meghyn!
18,SavedLv1_00,"ありがとう
ほんとに どうなることかと思ったわ
これは お礼よ受け取って","Thanks. I was starting to sweat until you
showed up!"
19,SavedLv1_01,"あぁ キミが来てくれなかったら
どうなっていたことか…
ありがとう これを受け取って","Those things are such a nuisance.
Thanks for getting them off of me."
20,SavedLv2_00,"すごい！ キミって強いのね！
ほんとに助かったわ！
これは気持ちよ受け取って！","Way to send those things packing!
You could use this, right?"
21,SavedLv2_01,"やるじゃない キミ
おかげで助かったわ
これは ほんの気持ちよ受け取って！","Hah! You sure showed them. I can't
afford to hire you as a real bodyguard,
but I can at least give you this."
22,SavedLv3_00,"ありがとう！！
キミは命の恩人よ！
ぜひ お礼をさせてね！",I'm...I'm not dead! Thank you so much!
23,SavedLv3_01,"キミって何？救世主？
ほんとに ありがとう！
こんな物じゃ感謝しきれないけど…
受け取って！","Are you some kind of wandering do-
gooder? Because the world could really
use a few more of those! Thanks!"
