#,Title,JPja,USen
1,"""0000""",どうって？,Sounds like a dream.
2,"""0001""",……,...
3,"""0002""",それって…,That's...um...
4,"""0003""",……,...
5,"""0004""",そうだね,Can't wait!
6,"""0005""",……,...
7,Henshin00,お命 ちょうだい する！,"Your story ends here, hero boy!"
8,Henshin01,コーガ様の仇だ！,FOR MASTER KOHGA!
9,Near00,ぶつぶつ……,*grumble*
10,Talk00,"1年ほど前の事だ……
私は この辺りの街道を夜中に歩いていた
ふと光が目に入り空を見てみると……
そこには怪しく光る物体が浮いていた
あまりのことに動くことができずにいると……
次の瞬間……強烈な光に包まれ
気が付くと私はベッドの上にいた……","About a year ago...I was walking along
the road here at night, when I suddenly
saw a blinding light in the sky.
When my eyes finally adjusted, I found
myself looking at a shimmering object
floating overhead. I couldn't look away.
The next thing I knew, I was bathed in
light. When I came to, I woke up in bed
covered in sweat."
11,Talk01,どう思う？,What...do you think about that?
12,Talk02,"そうか……
では最近のことだ……
誰かが呼ぶような声がして目を開けると……
見知らぬベッドの上にいた
何もない部屋の片隅に目をやると……
怪しく光る機械が置いてあった
その機械に触れると……
何やら懐かしい感じがして
気が付くと ここにいた……","At first I thought it was just a bad dream.
But the bed I woke up in...
wasn't my bed.
It was a bed full of liquid in an empty
room. And when I looked in the corner...
there was a weird glowing device.
And when I touched the device...


I was overwhelmed with a feeling of...
familiarity. When I came to, I was here..."
13,Talk03,どう思う？,What...do you think about that?
14,Talk04,"そう…… キミのことだ……
ハイリアの英傑さん","Does that story sound familiar...
Hylian Champion?"
15,Talk05,それじゃ…… ハイリアの英傑さん,Why so mum...Hylian Champion?
16,Talk06,いい景色だな……,"I heard the weather is going to be nice
tomorrow."
17,Talk07,"目に焼き付けておくがいい……
これが…… キミが最期に見る景色だ",Too bad you won't be alive to enjoy it...
