#,Title,JPja,USen
1,"""0000""",どうしたの？,What's wrong?
2,"""0001""",……,...
3,"""0002""",何を？,What do you need?
4,"""0003""",……,...
5,"""0004""",はい？,You...what?
6,"""0005""",……,...
7,Henshin00,勇者の命！,the hero's life!
8,Henshin01,コーガ様の仇！,"Begone, enemy of my master!"
9,Near00,しくしく……,*sniffle*
10,Talk00,しくしく……,*sniffle*
11,Talk01,"しくしく……
欲しいの……",*sniffle* I want... I need...
12,Talk02,……焼き サーモン,I need...grilled salmon.
13,Talk03,…それから,And also...
14,Talk04,"しくしく……
やっぱり欲しいの……","*sniffle* What I really want...
What I really need is..."
15,Talk05,"しくしく……
もう会えないの…",*sniffle* I'll never see him again...
