#,Title,JPja,USen
1,"""0000""",コログの森って？,Korok Forest?
2,"""0001""",あなたは？,Who are you?
3,"""0002""",コログのミって？,Korok seeds?
4,"""0003""",さようなら,Good-bye.
5,near00,キュン…,Shalaka...
6,talk00,"そ れ と もぉ～…
もうちょっとお話 する？",Or did you wanna talk a little more?
7,talk01,キュルン♪まだまだ お話しちゃう？,Do you wanna talk some more?
8,talk02,"コログのミ""集めて
コログの森まで会いに来てね♪","Gather some more Korok seeds, and visit
me in Korok Forest!"
9,talk03,バイ バァ～～～イ♪,♪Buh-byyyyyyyyye!♪
10,talk04,"マラカス取り返してくれて ありがとう♪

キミちんを見送ったら
コログの森に帰るとするよ～","Thanks for bringing my maracas back!


Once I see you off, I'm going back home
to Korok Forest!"
11,talk05,"コログの森はぁ…
とにかく北にあるよぉ～
お爺ちゃんが
「迷子になったらハイリア川沿いに北に進め」
って言ってたからたぶんそうだよぉ～","Korok Forest...
It should be somewhere north of here.

Grandpa told me, \""If you get lost, follow
the Hylia River and continue north.\""

That's what he said, and Grandpa is no
liar."
12,talk06,"ボクちんボックリ～ン♪

コログの森の音楽家さぁ～♪

さぁ キミちんも一緒に踊って！","My name is Hestu!


♪The most celebrated musician of
Korok Forest!♪"
13,talk07,"あらっ？あらあらっ？ そういえば
ちゃんと自己紹介してなかったねぇ～？","Huh? I suppose I should tell you a little
something about myself!"
14,talk08,"ふ～わっふ～わっ
ふわふわっ ふぅ～♪",♪Shalaka lala!♪
15,talk09,"コログのミってのはぁ～
コログの子供達のぉ…ちょっと硬いぃ…
…

これ以上は大きい声では言えないかなぁ～","Korok seeds...come from the Korok
children...and they're a...little bit...

...


Sorry... I blew out my voice singing..."
