#,Title,JPja,USen
1,"""0000""",ユン坊知らない？,You know Yunobo?
2,"""0001""",分かった,Riiight.
3,"""0002""",バイバイ,Bye-bye!
4,"""0003""",分からない,Nonsense.
5,"""0004""",そうでもない,"Not really, no."
6,"""0005""",見つけた！,I found it!
7,"""0006""",何の事？,You don't know that.
8,near00,ぶくぶくぶく…,*guuuuurgleeee...*
9,near01,グー… グー…,Goo...gaaah...
10,near02,熱かった…,That was hot...
11,near03,んっ？,Huh?
12,talk00,"いばびーびゃんとばばぶぼじょーぶぼ
ばっぱいぷぅだコロ！
じゃばびばいべぼじいコロ！","Me un Gwamps are seebee who can bay
in da bot bing da bombest!

Sho, I'm binda biddy ride now!"
13,talk01,バビバビコロ～！,Bobah! Bah!!
14,talk02,ばばっぱら ばっぢいげコロ！,"If goo gotz, den ged oudda gear!"
15,talk04,だだら じゃばびばいべぼじいコロ！,"Wike I thed, I'm binda biddy ride now!"
16,talk05,"いばびーびゃんとばばぶぼじょーぶぼ
ばっぱいぷぅだコロ！
じゃばびばいべぼじいコロ！","Me un Gwamps are seebee who can bay
in da bot bing da bombest!

Sho, I'm binda biddy ride now!"
17,talk06,ユン坊びーびゃん？,Yunobo?
18,talk07,"ユン坊びーびゃんばば ぶぼいいびぼいで 
オルディン橋どぼーび びっだコロ！",Yunobo wend boff doo Bridge of Eldin!
19,talk08,"今日もじいちゃんと
お風呂 どっちが長く浸かれるか勝負コロ！","I'm challengin' my gramps again to
see who can soak in the hot spring
the longest!"
20,talk09,"もう寝るコロ…
じいちゃん長風呂勝負強すぎるコロ…","I'm goin' to sleep... Gramps is waaay
too good at soakin' in hot springs..."
21,talk10,"もう寝るコロ…
また起きたら じーちゃんと勝負コロ…","I'm goin' to sleep... I'll beat Gramps
tomorrow... Yeah, I'm sure of it..."
22,talk11,"オルディン橋に行く途中に…
お宝""隠した…コロ…
すっごい かっこいい棒…コロ…","Treasure...the way to Bridge of Eldin...
an amazing stick..."
23,talk12,お宝は…溶岩の滝の上の…コロ…,The treasure...at the top of a lava waterfall...
24,talk13,むにゃ…,Zzz...
25,talk14,むぐむぐ…,*snore*
26,talk15,"ボブど びっでるぼど
ばばんばいコロ？",Goo gon't go but I'm thaying?
27,talk16,"ばばばっ！
だー ぼれば びびどれるコロ？","*guuuurgllle*
Bouquet, gid goo get dat?"
28,talk17,でぇでぇ！,Bello!
29,talk18,ばばばっ！,Ababa!
30,talk19,"ボブ ぼぼばらオルディン橋び びぶとちゅーで
お宝 ばぷじだコロ！
すっぼい かっこびい棒コロよ！

びづべばべだば
ぼれ ぼっぺっぺいーコロ！","I bid a tweshure binteen gear an ba
Bridge of Eldin!

Iz an abazing schtick! Beely bool!


If boo bind it...
iz boars!"
31,talk20,"だー ぼーびっぱい びうばら
びょーぶ びぶコロ！","Bouquet, I'll dell boo one boar
lime, zo glisten lup!"
32,talk21,ねぇねぇ その棒は ひょっとして…,Hey! Don't tell me that stick is...
33,talk22,"フッフーン♪
教えてあ～げないっ コロ",Ha! I'm not telllllliiiing!
34,talk23,"ねぇねぇ
ボクが温泉で何て言ってるか分かった？","Hey! You understood what I was sayin'
in the hot spring, right?"
35,talk24,"ななななー！

イヤ… アレは絶対 バレてない
バレてないコロ","Whaaaaa—! Really?!


No... There's no way you understood...
No way at all..."
36,talk25,"お～？！ちょっと怪しいけど
ボクが隠した削岩棒なような気がするコロ","Oh! I guess so. It's suspicious, though!
I can't help thinkin' that's the
drillshaft I hid..."
37,talk26,"ん…よく見たら それはボクが隠した
削岩棒じゃないコロ
あー よかった！","Mmhm. Now that I get a good look at it,
that's NOT the drillshaft I hid!

Thank goodness!"
38,talk27,"それ ボクが隠した削岩棒コロ！

ちょっと確認するコロ…
見せてみるコロ！","That's the  drillshaft I hid!


...Right? Actually, I need to get a better
look at it. Show it to me! NOW!"
39,talk28,"確かに あっちから すごい音がしてたコロ…

ひょっとして この人が…","There's no mistakin' it... There was definitely
a big noise...

Could this person be..."
40,talk29,"う～ん… ボクが隠した削岩棒
見つけられちゃったコロ…
この勝負 ボクの負けコロ！
だから その削岩棒あげるコロよ
お付き合いありがとコロ～！","Mmhmmm... So you went and found the
drillshaft I hid.

Well, it looks like I lost this battle!
You can go ahead and keep that
drillshaft.
Thanks for talkin' to me!"
41,talk30,何するコロ！危ないコロ！,What are ya doin'! That's dangerous!
42,talk31,グー…グー…,*gruuuuumble*
