#,Title,JPja,USen
1,"""0000""",お馬さん？,A horse? Why?
2,"""0001""",さよなら,Good-bye.
3,Talk_01,マキュアね～今お馬さんごっこしてたの！,"I... I was just pretending to be
a horse!"
4,Talk_02,…ドシーン… ドシーン…,*STOMP...STOMP*
5,Talk_04,サヴォーク！,Sav'orq!
6,Talk_05,"おネェちゃん お馬さん知らないの？
おネェちゃんとこには いないの？
お外を ドシーン ドシーン歩いてる
おっきな お馬さんがいてね
近づくと

ドカーン！

ってなって

ビリビリ～

ってなるんだよ～

でもマキュア
お馬さんはいい子だと思うんだ！
みんなが悪い子悪い子って言うから
ご機嫌ナナメなだけなんだよ！","What? You don't know about
Horsey Fatback? You don't have
one where you're from?
There's this really big horse-thing that
walks around outside the village, like
STOMP STOMP.
If you get close to him, he goes...


KABOOM!


And...


BZZBZZ!


It's really exciting!


But I think Horsey Fatback is
actually good! He's only in a bad mood
'cause everyone keeps saying he's bad!"
7,Talk_06,"おネェちゃん お馬さん知らないの？
お姉ちゃんとこにはいないの？
お外をドシーンドシーン歩いてる
おっきなお馬さんがいたんだけど
今はどこかに行っちゃったみたいなの…

きっと みんなが悪い子悪い子って言うから
家出しちゃったんだよ！","You don't know about Horsey Fatback?
You don't have one where you're from?

There was this big horse-thing walking
around like STOMP STOMP, but...

It looks like he went away somewhere...


He must have left because everyone kept
saying he was a bad boy all the time!"
8,Talk_07,"暗くなったから
もうヴァーバのとこ戻るの
サヴォーク！","It's dark out now, so I'm going back to
my vaba's booth!

Sav'orq!"
9,Talk_08,"ドシーンドシーン
ちょっと見えた！","*STOMP...STOMP*
I think I can see him!"
10,Talk_09,何して遊ぼうかな～,What game should I play now...
11,Talk_10,"サヴォッタ！！
あー！ ガイコクジンのおネェちゃんだー！","Sav'otta!
Oh, wow! You're a vai from out of town!"
12,Talk_11,"サヴァーク！！
あー！ ガイコクジンのおネェちゃんだー！","Sav'aaq!!
Oh, wow! You're a vai from out of town!"
13,Talk_12,"サヴァサーバ！！
あー！ ガイコクジンのおネェちゃんだー！","Sav'saaba!!
Oh, wow! You're a vai from out of town!"
14,Talk_13,"ドシーンドシーン
あっち行っちゃった…
もうドシンドシンしないのかなぁ","*STOMP...STOMP*
He went over there...

I wonder if he's done stomping?"
15,Talk_14,"マキュアね～ これから
お馬さん見に行くの！",I'm on my way to watch Horsey Fatback!
16,Talk_15,"マキュアね～
これからみんなと一緒なの～！
また後でね～！！
サヴォーク！！","I'm going with everyone now!
Talk to you later! Sav'orq!"
