#,Title,JPja,USen
1,ClearTerrorEnemy,フゥゥ…,Phew...
2,ClearTerrorGuardian,コワカッタデース…,That was scary...
3,NakedPlayer,ワイルドデース！,Lookin' good!
4,Near,テリーでーす！,I'm Beedle!
5,TerrorAnimal,来ナイデクダサーイ！,Get back!
6,TerrorArrow,ヤメテクダサーイ！,Please stop!
7,TerrorBomb,ワォ！,WHOA NOW!
8,TerrorEnemy,ノワアァーッ！,Eeeeeeeeek!
9,TerrorExplosion,ウワァアッ！,Haaaaeeeeee!
10,TerrorFire,燃エタクナイデース！,I don't like fire!
11,TerrorGuardian,ヒャァアーッ！,Hyeeeeeeehh!
12,TerrorHorse,オォット！,Whoa!
13,TerrorImpulse,オオゥ！,Ohhh!
14,TerrorInsect,ハチはニガテデース！,NOT BEES! AHHHH!
15,TerrorLightning,アァッ！,AHHH!
16,TerrorSword,アウッ！,Owww!
17,talk_03,"オット コンナ所ニマデ現レルトハ！あなた テリーノコト
ヨッポド好きミタイデスネー！","Wow, never thought I'd see you here!You must really enjoy my company."
