#,Title,JPja,USen
1,"""0000""",なぁに？,"What is it, buddy?"
2,"""0001""",さようなら,"Bye, kid."
3,"""0002""",見たい！,Sure I do!
4,"""0004""",まぁ…,Well...
5,near01,うわ～,Waaahhh!
6,near02,……,Aw...
7,near03,グー… グー…,Zzz... Zzz...
8,near04,フムフム…,Ungh... There!
9,near05,こっちこっち！,Over here!
10,near06,ここだよ！,"Hey, come see!"
11,talk00,青い炎…,Pretty blue flame...
12,talk01,その青い炎って熱くないの？,Isn't that blue flame hot?
13,talk02,眠いから また明日ね…,I'm sleepy. G'night...
14,talk03,お兄ちゃんも早く お家に帰らないと…,You should go home to your own bed.
15,talk04,むにゃ…,*grumble*
16,talk05,むにゃむにゃ…,S'not fair...
17,talk06,ねぇねぇ！,"Hey, mister!"
18,talk07,はぁ～い,Oh... Bye!
19,talk08,"ボク すっごいモノ見つけたんだよ！
見たい？","You'll never guess what I found!
Wanna see?"
20,talk09,"お兄ちゃん…
さっき この像とおしゃべりしてた？",Um... Were you talking to that statue?
21,talk10,うん！じゃ付いて来て！,'Kay! Follow me!
22,talk11,こっちこっち！,It's this way!
23,talk12,じゃじゃーん すごいでしょ！,"Here it is! Neat, huh?"
24,talk13,"コレ…村長さん家にある像と よく似てるけど
何なんだろね？","It looks kinda like the statue at the
chief's house... What do you think it is?"
25,talk14,へぇ～！像としゃべれるなんて すごいや！,Wow! You talk to statues?! Weird!
26,talk15,じゃ ボクは戻るね！,OK. See you!
