#,Title,JPja,USen
1,After00,"姉御が無事で よかったっす…

だから こんな所で お宝探しなんて
やめようって言ったのに…","Thank Hylia that Mina is safe. I knew it
wasn't smart to go treasure hunting
in these parts."
2,Atacked00,ああぁ なんでこんな目に…,Gah! Why is this happening to me?!
3,Atacked01,くそっ やられてたまるか…,I'll give them a fight they won't forget!
4,Failed00,"あぁ今の魔物は
さすがにヤバかったぁ… 
こういう時は死んだふりが一番っす・・・","I was totally useless against them.
Maybe I should have played dead..."
5,Failed01,"いてて…
こんな所で宝探しって ほんと無茶っす
勘弁してほしいっすよぉ…","Oww... Going treasure hunting out here
was just asking for trouble, wasn't it?"
6,GoodBye00,"いやあ ほんと こんなところ
ウロウロするもんじゃないっす…",We really need to get to safety.
7,Guardian00,"うわゎゎわわ！！
ガーディアンっす！ガーディアンが来るっす！","Oh, no... A Guardian! We're all in
trouble now!"
8,Meeting00,へい… すいやせん,Ugh... Family...
9,Meeting02,"この辺りのお宝は俺たちのモノ！
勝手に物色するのはダメっすよ
ほんとなら こんなところ
普通の人間がウロウロしたら危ないけど
姉御の命令で仕方なく お宝探し…
ほんと勘弁してほしいっすよ","I want to be clear—whatever treasure is
to be had here belongs to us. So don't
go poking around.
Not that anyone in their right mind would
be poking around here for treasure to
begin with.
But if my sister says this is where we
search, then this is where we search.
Even if I wish we could just go home..."
10,Near00,助かった…,I'm saved!
11,Near01,すいやせん…,Sorry about that.
12,PairAtacked00,姉御がまだ…魔物に…,"The monsters aren't finished with Mina
yet! Help her!"
13,PairAtacked01,どうか姉御を助けてほしいっす！！,"Please, you have to do something
for my sister!"
14,PairFailed00,あ…姉御ぉ…,"Oh, no... Not Mina..."
15,PairFailed01,姉御の仇っす！,Mina! They'll pay for this!
16,SavedLv1_00,"助太刀に感謝！
これ ほんの気持ちっす","That was nice of you. Here, something
for your troubles."
17,SavedLv1_01,"いやあ助かった
これは ほんの気持ちっす",I appreciate the help back there!
18,SavedLv2_00,"いやー今のは危なかったー
ほんとに助かったっすよ
これ ほんの気持ちっす","I was cutting it pretty fine there.
Thanks for the save!"
19,SavedLv2_01,"兄ちゃんが来てくれなかったら 
どうなってたか…
これは ほんの気持ちっすよ","Where would I be now if you hadn't
come along? Nowhere good, that's
for sure. You should have this."
20,SavedLv3_00,"今の魔物は
さすがの姉御でも危なかった！
これは感謝の気持ちっす！","Those monsters even gave my sister
a run for her money, and she's no
slouch! Do you want this in return?"
21,SavedLv3_01,"あんな魔物を倒せるなんて
いったいあんた何者っすか？
いや答えなくていいっす
お礼のしるしに これを！","How did you pull that off?! Actually,
don't answer that. I ought to be
thanking you, not interrogating you."
