#,Title,JPja,USen
1,"""0000""",もっと聞かせて！,Teach it to me!
2,"""0001""",さようなら,I have to go.
3,"""0002""",はい,Yes.
4,"""0003""",いいえ,No.
5,"""0005""",お願いします,"Yes, please."
6,"""0006""",結構です,"No, thanks."
7,near00,ふぅ…,Hahhh...
8,near01,リトの～～,That song...
9,near02,…,...
10,near03,スゥ… スゥ…,*snore*
11,talk00,こんにちは,Hello.
12,talk01,こんばんは,Good evening.
13,talk02,スゥ… スゥ…,*snore*
14,talk03,"村に伝わる詩なんですが
思わず口ずさんじゃいました…
この詩
よろしければ お教えしましょうか？","The song I've been humming is one
that's been passed down in this village.
Would you like me to teach it to you?"
15,talk04,おはようございます,Good morning!
16,talk05,今から寝るところなんですまた明日…,"I'm going to sleep now.
Good night."
17,talk06,あら…さようなら,Oh... Farewell.
18,talk07,"神秘的な詩ですよね…

また聞きたくなったら
いつでも声をかけてくださいね","It's such a haunting song...


Just let me know if you'd like to hear it
again."
19,talk10,はい,Hello.
20,talk11,この村に伝わる詩 お教えしましょうか？,"The song I've been humming is one
that's been passed down in this village.
Shall I teach it to you?"
21,talk12,"リトの巨塔の黒き体
日の高き時""真の心の在り処を示す
しかして心は眠りの中
熱き炎が その魂を目覚めさせん","The pride of the Rito, pillar in the sky,
its heart lights up when the sun is high.

The heart shines upon a path not whole,
but a warming flame can stir its soul."
22,talk13,分かりました それじゃ早速…,I understand. I'll hurry to it then.
23,talk14,"旅行者さん…
神獣 ヴァ・メドーご覧になりました？
あれのせいで みんな参っているんです…

私もあれを見るたび ため息ばかり…","Say, traveler...


I take it you've seen
Divine Beast Vah Medoh?
Everyone is at a loss as to what to do...
I can't help but sigh every time I look
skyward."
24,talk16,裸… ですか？,Are you...uh...naked?
25,talk17,寒い村なのに元気ですね…,"You're pretty energetic despite the cold
here..."
26,talk18,早く服を着た方が いいんじゃないですか？,Hurry up and put some clothes on.
27,talk19,"今日の天気はイマイチですね…
ちょっと憂鬱です","Shame about the weather today...
The weather always affects my mood."
28,talk20,神獣 ヴァ・メドーのせいで ため息ばかり…,"There have been a lot of troubled
faces around here ever since
Divine Beast Vah Medoh appeared."
29,talk21,"いつになったら
心穏やかに暮らせる日が来るのかしら？","When will we be able to go back to living
a relaxed life here?"
30,talk30,"神獣 ヴァ・メドーが
私達を襲わなくなったんですって
もう それだけで嬉しくって…","I heard that Divine Beast Vah Medoh
has been appeased. It just sends my
heart soaring!"
31,talk31,"でも こんな天気だから
お散歩はまだまだお預けですね…","But with the weather like this,
I'll have to put that on hold..."
32,talk32,"そう言えばさっき
思わず古い詩を口ずさんじゃいましたが…
ひょっとして聞こえちゃいましたか？","I didn't even realize I had started singing
this old song.

Did you hear me singing it?"
33,talk33,この村に伝わる詩 お教えしましょうか？,"I know an old song that has been passed
down in this village. Want me to teach it
to you?"
34,talk34,分かりました それじゃ早速…,*ahem*
35,talk35,"リトの巨塔の黒き体
日の高き時""真の心の在り処を示す","The pride of the Rito, pillar in the sky,
its heart lights up, when the sun is high."
36,talk36,"実はこの詩続きがあるんですけど
忘れちゃいました…
ちょっと思い出せないので""知りたかったら
ソリレスお姉ちゃんに聞いてもらえます？","...Uhhh. There's more to the song, but I
forget the rest of the words.

You should ask my sister, Laissa, if you
want to know the rest."
37,talk37,"ソリレスお姉ちゃんから
詩の続きを お聞きになったんですね
私も やっと思い出しました
詩を お聞きになりますか？","So you asked my sister, Laissa, to recite
the rest of the song?

I also remembered the rest of the words.
Do you want to hear them?"
38,talk38,"わかりました それでは…
",OK...
39,talk39,"それにしても この詩
どういう意味なんでしょう？
なんだか気になりますね…","But still...
What does it all mean?

Not knowing bothers me..."
40,talk40,えっ？ちょっと恥ずかしいですけど…,Huh? Well that's embarrassing...
