#,Title,JPja,USen
1,"""0002""",ですよね,Go on...
2,"""0003""",どうしたの？,What's wrong?
3,"""0004""",探してあげる！,I'll find her!
4,"""0005""",それでは,I'll leave.
5,"""0006""",ディーメって？,Mei?
6,"""0007""",だいたいの場所は？,Where could she be?
7,"""0008""",さようなら,Good-bye.
8,near00,…,...
9,talk01,すいません…休憩に向かうところなので…,"If you'll excuse me...
I'm going to bed."
10,talk02,すいません…,Excuse me...
11,talk03,"全てはあの神獣 ヴァ・ルッタが…
いや私が悪いのか…","Divine Beast Vah Ruta... This is all that
monster's fault! Or, no... I suppose it is
my own fault."
12,talk04,"神獣 ヴァ・ルッタが悪いのか…
私が悪いのか…","Is it Divine Beast Vah Ruta's fault?
Or is it my own fault..."
13,talk05,"…

ごめんなさい ちょっと考え事を…","...


My apologies. I was lost in thought..."
14,talk06,すいません そこをどいていただけますか？,"Pardon me. Could you please get out
of the way?"
15,talk08,ルッタは大人しくなったと言うのに…,"They say Ruta has calmed down,
and yet..."
16,talk09,"ああ…リンクさんでしたか…
すいません…独り言を","Ah! It is you, Link! I am sorry... 
I was talking to myself."
17,talk10,"実は…嫁のディーメが
出て行ったきり帰って来ないのです
正確には神獣 ヴァ・ルッタが暴れ出した後
いつものように魚を獲りに行ったのですが
こうしてルッタが落ち着いても
まだ戻って来ないのです…
もしかしたら最悪…
あの時私が止めていれば…ああ…","The truth is... My wife Mei left and hasn't
come back yet.

After the Divine Beast Vah Ruta started
rampaging, she went out to go fishing
like everything was normal.
And now Ruta has settled down, but she
still hasn't returned...

I'm afraid the worst has happened...
If only I had stopped her from leaving!
Oh, what do I do?!"
18,talk11,"ディーメ…
残された私と子供達はどうすれば…","Oh, Mei... What are the children and I
supposed to do without you?"
19,talk12,はい…,Yes...
20,talk13,"リンクさん…里を救っただけではなく
ディーメも探してくれると言うのですか
あなたこそ真の英傑だ…
すいませんが よろしくお願いします","Link... You saved Zora's Domain,
and now you're going to help me
find my Mei, as well?
You are a true Champion! I am sorry to
put this burden on you, but please...
Please bring her home!"
21,talk14,"ディーメを探してくれるなら
協力は惜しみません
なんなりと質問してください","If you are going to look for Mei,
I will help you however I can.

Please, ask me anything!"
22,talk15,リンクさん…,Link...
23,talk16,"ディーメは私の妻
そして ポンテとアンテの母にございます
魚を獲り よろず屋に卸す事を
生業としております
私と違い明るく陽気…
ポンテがその性格を継いでおるようです","Mei is my wife. She is also Tumbo and
Keye's mother.

She spends her days catching fish and
selling them at the general store.

Unlike me, she is very lively and
cheerful... I suppose Tumbo gets
that from her."
24,talk17,"ルッタが暴走し出したあの日も
ゾーラ川に漁をしに行くと言っておりました
そのルッタのせいで川が増水していたので
下流に流されたのかも知れません
しかし レトーガン達が何も知らないと言う事は
ゾーラ川を通過し切った その先…？
最悪ハイリア湖に…","The day Ruta started raging, she said
she was going fishing in Zora River.

Ruta's rage caused the river to swell.
She may have been swept downstream!

However, if Ledo's group didn't see
anything, maybe she passed through
Zora River and is beyond there...
Worst case scenario...she could have
been carried all the way to Lake Hylia."
25,talk18,他に質問はございますか？,Do you have any more questions?
26,talk19,"リンクさん！リンクさん！
嫁が…ディーメが戻って来ました！
なんとお礼を言ってよいやら…

本当に ありがとうございました！","Link! LINK!! My wife, Mei...
She came back to me!

I cannot possibly thank you enough!


But I shall try! Thank you! Thank you!
THANK YOU, TRULY!!"
27,talk20,"リンクさん！
あなたこそ真の英傑…
これで私と子供達は救われました…
本当に ありがとうございました","Link! You are a true Champion...


Now you have even saved my wife,
my children, and myself...
Thank you, truly."
