#,Title,JPja,USen
1,NakedPlayer,ん？服はどうした？,Where are your clothes?
2,TerrorArrow,こっちに向けるな！,Don't point that at me!
3,TerrorBomb,む！ これは…？！,Whaaa! Is that—?!
4,TerrorExplosion,ふぉおッ！！,AAAAAHHHH!!
5,TerrorFire,火！危ないゾ！,Danger! Fire!
6,TerrorImpulse,ん？ なんだ？,What's going on?
7,TerrorInsect,なんだ虫か…,"Oh, just some bugs..."
8,TerrorLightning,ぐぉおッ！電気？！,Shocking!
9,TerrorSword,ふぉッ！危ないゾ！,Hey! That's dangerous!
10,talk00,"むぅ…水の神獣…
どうやって鎮めればいいのだゾ…","Hmm... How can we possibly appease
Divine Beast Vah Ruta..."
11,talk01,"ああ リンク！ ありがとう！

元老院の爺様方の反対を押し切ってでも…

ハイリア人のキミに 
里を救うのを手伝ってもらったこと！
本当に良かったと思っているゾ！

雨が降り続けて魔物の増えた
里までの道中を来てくれたこと…
ルッタの攻撃をかいくぐって
電気の矢で装置を起動させてくれたこと…
ルッタを取り戻して
ミファー姉さんの無念を晴らしてくれたこと…
リンク…
キミには感謝してもしきれないゾ！
こんな強引なオレに最後まで
ついて来てくれて本当にありがとう！
キミがいなければ
今のゾーラの里は無かった！
これからも何かあったら
この里に立ち寄ってくれ！
オレたちはいつでも
キミの手助けをするゾ！
ああ！最高だゾッ！

リンク！ キミは最高のハイリア人
そしてオレの最高の友だ！","Link! I must thank you!


You somehow overcame the objections
of the old geezers on our council,
all to help save our home!
Yes, you are a treasure of a Hylian!
Taking time out of your journey to come
to our rain- and monster-ridden home!
And here you activated those orbs with
shock arrows, freed Ruta, and released
my sister from her lingering regret.
Link... I simply can't thank you enough!
Especially for following me to the end,
pushy and unreasonable as I am!
Zora's Domain would still be in peril if
not for you. You are welcome anytime,
and we are ever at your service!
Have I mentioned how incredible
you are? And how thankful I am?Because you are! And I am! Yes, you are
the greatest of Hylians and my most
treasured friend for all time!"
12,talk02,"何かの用事で近くに来たら
ぜひ この里に立ち寄ってくれ！
オレたち ゾーラ族はいつでも
キミの手助けをするゾ！
ああ！最高だゾッ！なぜなら リンク！
キミはオレの最高の友なのだからな！","If you ever find yourself in this part of
the world again, I implore you to come
visit us! We are always here for you.
Oh, and have I mentioned how
incredible you are? And how
thankful I am?Because you are! And I am! Yes, you are
the greatest of Hylians and my most
treasured friend for all time!"
13,talk03,"ミファー姉さん…
まだ神獣の中にいるのか…？
リンクの戦いを支えているのか？
オレにはもう できることはないのか…？
どうか…どうか教えてほしいゾ…","Mipha... Dear sister... Are you still
trapped inside the Divine Beast?

Are you supporting Link in his fight? 
Is there really nothing more I can do?

I wish you were here to guide me...
I miss you terribly..."
14,talk05,"っと リンク！

そこにいたのか…
恥ずかしいところを見られてしまったゾ","Link!!


You...heard all that, eh? I'm afraid you
caught me in a moment of vulnerability."
15,talk06,"ああ リンク…
少し恥ずかしいところを見られてしまったな","Ah, Link... I am sorry you had to see me
in such a moment of weakness."
