#,Title,JPja,USen
1,ClearTerrorEnemy,フゥゥ…,Phew...
2,ClearTerrorGuardian,コワカッタデース…,That was scary...
3,Near,寒いデース……,Brrrrrrrrrrrr...
4,TerrorAnimal,来ナイデクダサーイ！,Get back!
5,TerrorArrow,ヤメテクダサーイ！,Please stop!
6,TerrorBomb,ワォ！,WHOA NOW!
7,TerrorEnemy,ノワアァーッ！,Eeeeeeeeek!
8,TerrorExplosion,ウワァアッ！,Haaaaeeeeee!
9,TerrorFire,燃エタクナイデース！,I don't like fire!
10,TerrorGuardian,ヒャァアーッ！,Hyeeeeeeehh!
11,TerrorHorse,オォット！,Whoa!
12,TerrorImpulse,オオゥ！,Ohhh!
13,TerrorInsect,ハチはニガテデース！,NOT BEES! AHHHH!
14,TerrorLightning,アァッ！,AHHH!
15,TerrorSword,アウッ！,Owww!
16,talk_03,"ヤァ！ マタお会いシマシタネー！コノ格好デ コノ寒さハ正直キツイ デース……
デモ！旅人アル所ニ テリーアリ！デース","Yah! We meet again!I didn't really dress for the weather here,
but the world needs Beedle's goods!"
