#,Title,JPja,USen
1,"""0000""",すごい！,Amazing!
2,"""0001""",ホント？,Really?
3,"""0002""",そうです,Something like that.
4,"""0003""",違います,No.
5,"""0004""",退魔の剣,The Master Sword.
6,"""0005""",語るほどの物では…,It's not important.
7,near00,はっ！ ほっ！,Ha! Hep!
8,near01,せいっ！,Huyah!
9,near02,たぁーっ！,Raaargh!
10,near03,ふんっ！,Hup!
11,near04,練習練習！,Must...practice...
12,talk00,"もう誰だっていいさ！
だから ちょっと聞いてくれよ！
オレはついに手に入れたんだ！伝説の剣を！","I don't care who you are!
Just lend me an ear!

I've finally got it in my hands—
the legendary weapon!"
13,talk01,"ハハハ！ うらやむがいい！
キミも聞いたことくらい あるだろう？
噂の…
選ばれし者だけが持てる剣…","Ha! Prepare to be jealous!
I'm sure you've heard of it...

You know...
The legendary weapon that only the
chosen hero can wield?"
14,talk02,"フフフ…疑うのも無理はない
だが目の前にあるのだよ！","Heh... Prepare to be blown away.
Are you ready?"
15,talk03,"その名も…

たいまつの剣！！

ちょっと自信無いけど
タイマーだか たいまつだか確かそんな名前だ！
分かったら行け！練習の邪魔だっ！","It's called...


the MASTER TORCH!


I'm...pretty sure that's what it's called,
anyway.

Whatever... Leave me be, commoner.
I'm trying to practice here!"
16,talk04,"ははは！すばらしい剣だよ
たいまつの剣は！","The flame that lights the darkness...
The MASTER TORCH!"
17,talk05,"ははは！邪魔だ邪魔だ！

この伝説の…
たいまつの剣の餌食になりたいか？！","Scram, foul wanderer!


Lest I burn you with the sacred light of
my Master Torch!"
18,talk07,ヒュー！旅の人か？,"Ha...hooooo...
Are you some kind of wanderer?"
19,talk08,"そういえば君も
なかなかの業物を持ってるんじゃないか？
その剣の名前は何て名前だい？","Nice baby sword, pal.
I bet it can't even keep a flame going.
What's its name?"
20,talk09,"何？たいま…たいまつの剣？

ハハッ！
たいまつの剣なら オレが持ってるじゃないか！
このオレこそが
そのたいまつの剣に選ばれし勇者 ヨレール！","Wha—?
Master Sword?

Ha ha! Must be some kind of off-brand
knockoff of my legendary Master Torch!

For I am Yolero, the hero of legend
chosen to wield the Master Torch!"
21,talk10,"だろうねぇ！

このたいまつの剣の前には
凡百の剣なんぞ霞んで見えるぜ！","Ha! You've got that right.


No ordinary sword can hold a candle
to my legendary Master Torch!"
22,talk11,"分かったら そこをどいてくれないか？
練習の邪魔だ！","Well, if you'll excuse me, I need to go
save the world."
