#,Title,JPja,USen
1,ClearTerrorEnemy,フゥゥ…,Phew...
2,ClearTerrorGuardian,コワカッタデース…,That was scary...
3,Near,見テ ラッシャーイ！,Come take a look!
4,TerrorAnimal,来ナイデクダサーイ！,Get back!
5,TerrorArrow,ヤメテクダサーイ！,Please stop!
6,TerrorBomb,ワォ！,WHOA NOW!
7,TerrorEnemy,ノワアァーッ！,Eeeeeeeeek!
8,TerrorExplosion,ウワァアッ！,Haaaaeeeeee!
9,TerrorFire,燃エタクナイデース！,I don't like fire!
10,TerrorGuardian,ヒャァアーッ！,Hyeeeeeeehh!
11,TerrorHorse,オォット！,Whoa!
12,TerrorImpulse,オオゥ！,Ohhh!
13,TerrorInsect,ハチはニガテデース！,NOT BEES! AHHHH!
14,TerrorLightning,アァッ！,AHHH!
15,TerrorSword,アウッ！,Owww!
16,talk_03,"ナナ！ マタ会いニ来テクレタノデスカ？！
テリー感激！ デース
ケド ごめんナサーイ…… テリーはミンナノ恋人
あなたダケヲ見ルワケニハ イカナイノデース","Whaaa?! You came to see me again?!
That makes Beedle SO HAPPY!

But don't get the wrong idea now—
Beedle's heart belongs to Hyrule."
