#,Title,JPja,USen
1,near00,ねぇ？聞いたぁ？,"Hey, have you heard?"
2,near01,ングゴゴゴ…,Hnng...
3,talk00,"何その青いの？
危ないから引っ込めな！","Put that blue thing away! 
Whatever it is, it's not a toy!"
4,talk01,"…？""空耳かしら",...Huh? Did I hear something?
5,talk02,んごおおおぉ…,Groooooaar...
6,talk03,んがぐぐ…,Mmrraggghrr...
7,talk04,"今から次の日の用意をするんだよ
邪魔しないでおくれ",Time to get ready for tomorrow...
8,talk05,"今日の仕事はおしまいだよ
あんたも早く帰んな","You should hurry up and head back, too."
9,talk06,私は今日も仕事だよ！付いて来ないの！,Don't follow me! I'm on my way to work!
10,talk07,なんで付いて来んのよ！,Are you...following me?
11,talk08,"私今からおしゃべり… いや仕事なのよ！
盗み聞きなんて許さないからね！","Um, excuse me? Are you running around
trying to eavesdrop on everyone's
conversation? And so obviously...?
You really need to work on your craft."
12,talk10,"…あっ そうそう
うちの子が聞いてきたんだけど…
最近ハテノ古代研究所に
小さい女の子が出入りしてるって話 ご存じ？","Oh, and that reminds me, my little one
was gabbing about something interesting
the other day...
Apparently a young girl was seen going
in and out of the Hateno Ancient
Tech Lab."
13,talk11,"あら イヤだ
養子縁組でもしたのかしらねぇ","Oh, weird. Think they adopted or
something?"
14,talk12,"でも あそこの所長さん…
そういう事しそうなタイプじゃないじゃない？
もしかしたら その女の子…
オバケ…
そんなわけないか","But the director...just doesn't seem the
adopting type, you know?

I just have to wonder if the girl is... 
ac-tu-ally... No, that can't be."
15,talk13,"何よ あんたっ！
盗み聞きしようたって そうはいかないよ！","What's your problem?! How DARE you 
try to eavesdrop? Mind your business!"
16,talk14,"ホント最近の若い子は…
盗み聞きでさえ ヘンに堂々としちゃってさ","Honestly, young people these days...
What kind of scamp just eavesdrops 
like it's no big deal? How rude."
