#,Title,JPja,USen
1,"""0000""",何してるの？,What are you doing?
2,"""0001""",何でもない,Nothing.
3,Near00,きゃっ きゃっ,Heehee!
4,Near01,ごはーん,Din din!
5,Near_RunRain00,あめー,Raaaain!
6,Near_Sleep00,スー… スー…,Zzz... Zzz...
7,Near_Sleep01,ふわぁぁ…,*yawn*
8,Talk00,なーに？,Yes?
9,Talk01,"かけっこー！
おにいちゃんも するー？",Playing tag! You want to play?
10,Talk02,ぶー！,Thbbb!
11,Talk03,おなか すいたー！,So hungry!
12,Talk04,"わたし やさい たべれるんだー！
えらいでしょー？","I eat vegetables 'cause I wanna be big
and strong!"
13,Talk05,びちゃびちゃー,Splash splosh!
14,Talk06,はやく やまないかなー,I wish the rain would stop.
15,Talk07,もう ねるー,Gonna sleep!
16,Talk08,"おなか いっぱーい…
むにゃ むにゃ…","So full...
So sweepy..."
