#,Title,JPja,USen
1,"""0000""",知ってる,I know.
2,"""0001""",知らない,I don't know.
3,Henshin00,お命 ちょうだいします！,Your life is mine!
4,Henshin01,コーガ様の仇です！,"Begone, enemy of my master!"
5,Near00,迷ったな…,I'm lost...
6,Talk00,"すいません… ゲルド砂漠って
どっちに行けばいいか ご存知ですか？","Excuse me... Do you know which way I
should go if I wanted to get to the
Gerudo Desert?"
7,Talk01,"よかった…
道に迷って困ってたんです
でも親切な あなたに会えてよかった
おまけに いい土産ができそうです","Oh, good. I was fortunate to meet a kind
soul like you. Now I can bring back
something valuable from my journey..."
8,Talk02,"それは…""あなたの首です",It's...your head!
9,Talk03,"残念です…
南西って ことだけは分かるんです…
でも わたし方向オンチとはいっても
鼻は利くんですよ","Really? That's unfortunate... I know it's
in the southwest direction, anyway..."
10,Talk04,"本当に？

以前 あなたを砂漠のあたりで
お見かけしたと思ったのですが…","Oh? Really? I was sure I'd seen you
near the desert before..."
11,Talk05,"あなた…""リンクさんですよね？","You aren't...Link, are you?"
12,Talk06,"よかった…
もう教えてもらえないかと思ってました","Oh, I'm so glad! I was sure you wouldn't
tell me."
13,Talk07,また会えましたね… リンクさん,We meet again...Link.
