#,Title,JPja,USen
1,Near00,ふんふん,Humm humm...
2,Near01,ぐーぐー,Mmm...
3,Near02,降ってきたさ～,It's starting to rain!
4,Near03,さあ ねましょう,Let's go to sleep...
5,Near04,雨は困るわ,Wish this rain would quit.
6,talk00,"アンタも晩御飯食べていくよし！
今日は海鮮パエリアさ～！",We're havin' seafood paella tonight!
7,talk01,今日の晩御飯は なににしようかねえ？,"Now what should I cook for tonight's
dinner?"
8,talk02,"アンタも料理はするんかいさ？

アンタにゃ世話になったし
この鍋は すきに使っていいからね！","Do you cook? Feel free to use our
cooking pot if you need it!"
9,talk03,"こんな雨の日は洗濯できなくて
困るわいさ～","The worst part about rainy days like
these is that I can't do my laundry."
10,talk04,"家族がいると洗濯物が多くて
大変なのさ～","It's not easy keeping on top of the
laundry when your family is as big as
mine. It's almost a full-time job."
