#,Title,JPja,USen
1,Demo004_0_Text014,周辺情報の入手を開始します,Scanning area...
2,Demo004_0_Text015,"シーカーストーンを確認しました
シーカータワーを起動します",Sheikah Tower activated.
3,Demo004_0_Text016,揺れに注意して下さい,Please watch for falling rocks.
4,Demo004_0_Text017,周辺のマップ情報の入手を開始します,Distilling local information...
5,Demo004_0_Text019,"周辺のマップが追加されました

………マップ情報と併せ新しい機能を追加","Regional map extracted.


Sheikah Slate updated.
Additional functionality detected."
6,Demo004_0_Text020,"シーカーセンサーを入手しました

シーカーセンサーは マップ画面で
 を押す事で ON OFF切り替えができます
","Sheikah Sensor acquired. 


You can enable or disable the Sheikah
Sensor with on the map screen."
7,Demo004_0_Text021,シーカーストーンをセットしてください,Place the Sheikah Slate in the pedestal.
8,Demo004_0_Text023,シーカーセンサーが稼動しました,Sheikah Sensor now operational.
9,Demo004_0_Text025,全てのマップが追加されました,Complete map of Hyrule extracted.
10,Demo004_0_Text026,周辺のマップが追加されました,Regional map extracted.
11,Demo004_0_Text027,"ミニマップの横に
センサーアイコンが追加されました
反応する方向へ歩いていくと
試練の祠を探すことができます","The sensor indicator has been placed
near the minimap.

Search for shrines by moving in the
direction with the strongest signal."
