#,Title,JPja,USen
1,Demo105_0_Text040,"ハイラル王国の歴史は太古の昔から幾度も
ガノンという名の厄災に見舞われてきた歴史……","The history of the royal family of Hyrule
is also the history of Calamity Ganon,a primal evil that has endured over the ages."
2,Demo105_0_Text041,"その度勇者の魂を持つ者と女神の血を引く聖なる姫の活躍に
よって平穏を取り戻して来た繰り返しの歴史なのじゃ……","This evil has been turned back time and time againby a warrior wielding the soul of a hero, and a
princess who carries the blood of the Goddess."
3,Demo105_0_Text042,"ガノンとの戦いを伝説として幾度も刻みながら時は流れた……

これより語るは今から1万年程昔の話じゃ……","With the passage of time, each conflict
with Ganon faded into legend.So listen closely as I tell you of this
\""legend\"" that occurred 10,000 years ago."
4,Demo105_0_Text043,"当時のハイラルは高度な文明を花開かせておった

それは もはや魔物すら脅威としない程じゃったという","Hyrule was then blossoming as
a highly advanced civilization.Even the most powerful monsters posed
little threat to the denizens of the realm."
5,Demo105_0_Text044,"人々は その技術や力を勇者と姫の助けにしようと考えた

厄災が復活しても その封印を確実にするモノを造ろう
……とな","The people thought it wise to utilize
their technological prowessto ensure the safety of the land,
should Calamity Ganon ever return."
6,Demo105_0_Text045,"彼等は人が操る四体の巨大な獣 神獣……

そしてガーディアンと呼ばれる自らの意思で敵と戦う
からくりの兵を造りだした","They constructed four mechanical wonders
that came to be known as the Divine Beasts.They also built a legion of autonomous
weapons called Guardians."
7,Demo105_0_Text046,"神獣を操る四人は特殊な能力に秀でた者より選び出された

……こうしてガノンに対する術は整えられたのよ","The Divine Beasts were piloted by four individuals
of exceptional skill from across the land.And thus, the plan to neutralize Ganon was forged."
8,Demo105_0_Text047,"そして再び厄災ガノンが復活し ハイラルを襲った時
彼等は勇者や姫と共に ガノンに立ち向こうたのじゃ","Upon Ganon's inevitable return to Hyrule,the princess and the hero fought alongside these
four Champions against this ancient evil."
9,Demo105_0_Text048,"ガーディアンは小さいながらも数を活かして勇者達を守り
神獣は その巨体から猛撃を放って奴の力を削り取った","The Guardians were tasked with protecting the heroas the Divine Beasts unleashed a furious attack upon
their terrible foe."
10,Demo105_0_Text049,"そして退魔の剣を持つ勇者が ガノンに止めを刺し……
聖なる力を受け継ぐ王家の姫が見事奴を封印したのじゃ","And when the hero wielding the sword that
seals the darkness delivered his final blow...The princess used her sacred power
to seal away Calamity Ganon."
